Token,Nodes,Smart_Contract_Flags,Dates
23447,"(723212, 2066568, 2189859)","(1, 0, 0)","2022-01-05, 2022-01-17"
23447,"(2066568, 2189859, 5656489)","(0, 0, 0)","2023-02-16, 2023-03-01"
25187,"(795530, 2161733, 2295181)","(0, 0, 1)","2022-01-06, 2022-01-15"
25187,"(2161733, 2298306, 2550163)","(0, 0, 1)","2022-01-23, 2022-02-28, 2022-03-06"
25187,"(2161733, 2550163, 2579775)","(0, 1, 0)","2022-01-24, 2022-04-22, 2022-05-19"
25187,"(746869, 2161733, 2550163)","(0, 0, 1)","2022-01-28, 2022-03-03, 2022-03-16, 2022-04-18, 2022-08-01, 2022-08-02, 2022-09-20, 2022-12-20"
25187,"(1318098, 2161733, 2550163)","(0, 0, 1)","2022-02-02, 2022-04-13, 2022-09-26"
25187,"(1745333, 2161733, 2550163)","(0, 0, 1)","2022-03-10, 2022-04-17"
25187,"(2161733, 2387664, 2550163)","(0, 1, 1)","2022-04-10, 2022-04-21, 2022-04-23, 2022-05-10, 2022-05-15, 2022-05-16, 2022-05-17, 2022-05-18, 2022-05-25, 2022-05-26, 2022-05-27, 2022-05-28, 2022-05-29, 2022-05-30, 2022-07-01, 2022-07-03, 2022-07-07, 2022-07-08, 2022-08-04, 2022-08-06, 2022-08-07, 2022-08-10, 2022-08-12, 2022-08-17, 2022-08-18, 2022-08-19, 2022-09-10, 2022-09-11, 2022-09-13, 2022-09-14, 2022-09-15, 2022-09-17, 2022-09-19, 2022-09-21, 2022-09-22, 2022-09-23, 2022-09-24, 2022-09-25, 2022-10-15, 2022-10-16, 2022-10-17, 2022-10-18, 2022-10-22, 2022-10-23, 2022-10-24, 2022-10-25, 2022-10-26, 2022-10-27, 2022-10-28, 2022-10-31, 2022-11-01, 2022-11-02, 2022-11-03, 2022-11-04, 2022-11-06, 2022-11-09, 2022-11-10, 2022-11-13, 2022-11-19, 2022-11-20, 2022-11-21, 2022-11-25, 2022-11-27, 2022-11-29, 2022-11-30, 2022-12-02, 2022-12-03, 2022-12-04, 2022-12-05, 2022-12-06, 2022-12-09, 2022-12-12, 2022-12-13, 2022-12-14, 2022-12-15, 2022-12-16, 2022-12-19, 2022-12-21, 2022-12-23, 2022-12-24, 2022-12-25, 2022-12-26, 2022-12-28, 2022-12-29, 2022-12-30"
25187,"(965608, 2161733, 2550163)","(0, 0, 1)","2022-06-25, 2022-07-06"
18177,"(1730133, 3107779, 3137329)","(0, 1, 0)","2022-04-14, 2022-04-15, 2022-04-20, 2022-04-21, 2022-04-23"
19515,"(981721, 2385262, 2423092)","(1, 0, 0)","2022-01-13, 2022-01-16"
22600,"(723212, 863203, 2074921)","(1, 0, 0)","2022-01-04, 2022-01-05, 2022-01-06"
24848,"(723212, 808548, 2257568)","(1, 0, 0)","2022-01-04, 2022-01-09, 2022-01-10"
25096,"(723212, 808548, 2116105)","(1, 0, 0)","2022-01-04, 2022-01-23, 2022-01-26"
25253,"(723212, 808548, 2039689)","(1, 0, 0)","2022-01-04, 2022-01-23, 2022-02-04"
24623,"(723212, 808548, 1304897)","(1, 0, 0)","2022-01-05, 2022-08-01"
25164,"(723212, 808548, 976031)","(1, 0, 0)","2022-01-05, 2022-01-25"
25195,"(723212, 808548, 1159730)","(1, 0, 0)","2022-01-05, 2022-01-07"
15154,"(1203817, 2867368, 2904937)","(0, 0, 1)","2022-04-20, 2022-04-22, 2022-04-23"
24254,"(723212, 808548, 1136031)","(1, 0, 0)","2022-01-06, 2022-08-02, 2022-08-14"
25434,"(3161212, 5248878, 7496320)","(0, 0, 0)","2023-12-26, 2023-12-28"
24994,"(723212, 808548, 1740744)","(1, 0, 0)","2022-01-07, 2022-04-23, 2022-08-03"
19506,"(1011967, 1251829, 1349494)","(0, 0, 0)","2022-07-05, 2022-07-06"
19755,"(1229385, 1360687, 1411806)","(0, 0, 0)","2022-01-19, 2022-02-04"
25738,"(723212, 808548, 2359745)","(1, 0, 0)","2022-01-09, 2022-01-17, 2022-01-28, 2022-02-03, 2022-02-07"
25738,"(723212, 808548, 1148559)","(1, 0, 0)","2022-01-24, 2022-03-11"
19786,"(1076493, 1765097, 2137943)","(0, 0, 0)","2022-08-01, 2022-12-02"
25479,"(723212, 1362192, 2266184)","(1, 0, 0)","2022-01-11, 2022-02-01"
26166,"(2400455, 2851671, 4772287)","(1, 1, 0)","2022-10-27, 2022-11-05, 2022-11-22"
26166,"(843682, 2400455, 2851671)","(0, 1, 1)","2022-12-09, 2022-12-20"
22512,"(2067804, 2143174, 2396249)","(0, 0, 0)","2022-01-12, 2022-01-14, 2022-01-15, 2022-01-16, 2022-01-21, 2022-01-22, 2022-01-25, 2022-01-27"
18585,"(1090211, 1734578, 1859026)","(0, 0, 1)","2022-12-10, 2022-12-14"
18585,"(1837117, 1859026, 2630450)","(0, 1, 0)","2023-01-01, 2023-08-13"
24686,"(723212, 872797, 1799211)","(1, 0, 0)","2022-01-13, 2022-01-16"
25735,"(723212, 791638, 1837317)","(1, 0, 0)","2022-01-14, 2022-01-16"
21635,"(725888, 2754024, 3945896)","(0, 0, 0)","2024-03-01, 2024-03-02"
26146,"(1848646, 2398383, 2406118)","(0, 1, 0)","2022-01-15, 2022-01-17"
26471,"(723212, 808548, 2402363)","(1, 0, 0)","2022-01-21, 2022-02-05"
10270,"(858543, 966920, 5284226)","(0, 1, 0)","2022-12-22, 2022-12-25"
16658,"(3667037, 4682659, 4682696)","(0, 1, 1)","2022-11-12, 2022-11-26"
16658,"(681656, 6060725, 6111248)","(0, 1, 1)","2023-04-16, 2023-04-17"
20944,"(3198688, 4114528, 6055160)","(0, 0, 1)","2023-03-15, 2023-04-30"
20944,"(2345661, 2712246, 3215854)","(0, 0, 0)","2023-04-03, 2023-08-12"
20944,"(2327579, 3198688, 6055160)","(0, 0, 1)","2023-06-03, 2023-06-08"
26915,"(1559633, 5724622, 6215102)","(0, 1, 1)","2023-08-13, 2023-08-14"
26794,"(723212, 852677, 1960633)","(1, 0, 0)","2022-01-18, 2022-11-02"
19678,"(1472433, 1866076, 2904937)","(0, 0, 1)","2022-04-12, 2022-04-13, 2022-04-14"
26714,"(612870, 3896251, 3922341)","(0, 1, 1)","2022-09-17, 2022-09-18"
27497,"(723212, 807083, 808548)","(1, 0, 0)","2022-01-20, 2022-01-22, 2022-01-23, 2022-01-24, 2022-02-03, 2022-02-08, 2022-03-04, 2022-03-11, 2022-04-06, 2022-06-21, 2022-06-30, 2022-08-12, 2022-09-14, 2022-10-17, 2022-11-08"
26678,"(723212, 1739963, 4460310)","(1, 0, 0)","2023-02-04, 2024-03-01"
27786,"(50497, 697639, 2541155)","(0, 0, 1)","2022-02-06, 2024-02-14"
27837,"(2978692, 4416484, 5489353)","(0, 0, 1)","2023-01-19, 2023-01-20"
25555,"(1924331, 2853412, 3107779)","(0, 0, 1)","2022-05-17, 2022-05-19, 2022-05-20"
28295,"(723212, 808548, 1342844)","(1, 0, 0)","2022-01-24, 2022-02-23"
24336,"(723212, 808548, 1557948)","(1, 0, 0)","2022-01-25, 2022-07-01, 2023-10-19, 2023-10-27"
28307,"(402720, 723212, 818221)","(0, 1, 0)","2022-01-25, 2022-01-28"
24184,"(478154, 986011, 1348606)","(0, 0, 0)","2022-01-26, 2022-02-01, 2022-02-09, 2022-02-28"
26312,"(2330997, 3107779, 3127900)","(0, 1, 0)","2022-04-17, 2022-04-18, 2022-04-22"
27989,"(163233, 909567, 984575)","(0, 1, 0)","2022-05-16, 2023-03-02"
13034,"(755147, 3433240, 3784276)","(0, 0, 0)","2022-07-01, 2022-07-03"
26944,"(1960359, 2728547, 3107779)","(0, 0, 1)","2022-04-04, 2022-04-05, 2022-04-07"
26944,"(1960359, 2728547, 2904937)","(0, 0, 1)","2022-04-13, 2022-04-14, 2022-04-15"
29703,"(723212, 808548, 1998394)","(1, 0, 0)","2022-03-18, 2022-04-04"
20492,"(2360052, 4251766, 4251939)","(0, 0, 1)","2022-08-20, 2022-09-15"
24145,"(723212, 808548, 1148559)","(1, 0, 0)","2022-01-31, 2022-02-05"
29476,"(723212, 1116187, 2279770)","(1, 0, 0)","2022-01-31, 2022-02-05, 2022-02-12, 2022-02-13"
29791,"(723212, 824085, 1654618)","(1, 0, 0)","2022-02-01, 2022-03-13"
29791,"(723212, 1654618, 1865358)","(1, 0, 0)","2022-02-10, 2022-02-23"
29791,"(723212, 854851, 1654618)","(1, 0, 0)","2022-04-01, 2023-09-26"
29025,"(723212, 878616, 2257373)","(1, 0, 0)","2022-02-03, 2022-02-07"
29229,"(723212, 808548, 2187917)","(1, 0, 0)","2022-02-01, 2022-02-11"
29558,"(723212, 808548, 1591103)","(1, 0, 0)","2022-02-01, 2022-02-08, 2022-02-11, 2022-03-05, 2022-03-12, 2022-03-19, 2022-04-14, 2022-04-23, 2022-06-21, 2022-08-08, 2022-08-17, 2022-09-15, 2022-10-28, 2023-04-28"
30189,"(723212, 2380327, 2666607)","(1, 0, 0)","2022-02-01, 2022-02-11"
30358,"(723212, 808548, 1951559)","(1, 0, 0)","2022-02-01, 2022-02-05, 2022-02-07, 2022-08-21"
30533,"(723212, 808548, 925154)","(1, 0, 0)","2022-02-01, 2022-02-03, 2022-02-10, 2022-05-13, 2022-06-29"
30782,"(2687806, 2687807, 2687808)","(0, 1, 1)","2022-02-01, 2022-09-12, 2023-05-16"
30782,"(183601, 2687806, 2687808)","(0, 0, 1)","2022-02-11, 2022-03-03"
30782,"(1480551, 2687806, 2687808)","(0, 0, 1)","2022-03-04, 2022-08-16"
30782,"(542567, 2687806, 2687808)","(0, 0, 1)","2022-03-06, 2023-05-19"
30782,"(7807, 2687806, 2687808)","(0, 0, 1)","2022-03-13, 2022-06-28, 2022-07-08"
30782,"(2687806, 2687808, 3190642)","(0, 1, 0)","2022-04-06, 2022-04-08"
30782,"(519724, 2687806, 2687808)","(0, 0, 1)","2022-04-18, 2022-07-09"
30782,"(103193, 2687806, 2687808)","(0, 0, 1)","2022-07-04, 2022-07-05"
30782,"(2687806, 2687808, 4540508)","(0, 1, 0)","2022-09-21, 2022-09-23, 2022-09-26, 2022-10-15, 2022-10-18, 2022-10-19, 2022-10-23, 2022-10-25, 2022-10-26, 2022-10-28, 2022-11-06, 2022-11-07, 2022-11-10, 2022-11-13, 2022-11-18, 2022-11-20, 2022-11-21, 2022-11-22, 2022-11-27, 2022-11-30, 2022-12-03, 2022-12-06, 2022-12-08, 2022-12-10, 2022-12-11, 2023-01-03, 2023-01-05, 2023-01-09, 2023-01-10, 2023-01-11, 2023-01-16, 2023-03-19"
30782,"(748764, 2687806, 2687808)","(0, 0, 1)","2022-12-04, 2022-12-05, 2022-12-07"
30782,"(2687806, 2687808, 5523367)","(0, 1, 0)","2023-01-21, 2023-02-13, 2023-02-23, 2023-02-24, 2023-02-28, 2023-03-08, 2023-03-09, 2023-03-12, 2023-04-21, 2023-04-25, 2023-05-08, 2023-05-09, 2023-05-18"
30177,"(723212, 932567, 1232248)","(1, 0, 0)","2022-02-02, 2022-02-03"
30577,"(723212, 1066908, 1074410)","(1, 0, 0)","2022-02-26, 2022-03-01"
25608,"(723212, 770895, 1658465)","(1, 0, 0)","2022-06-28, 2022-06-30"
28311,"(723212, 808548, 925154)","(1, 0, 0)","2022-02-03, 2022-02-10"
29712,"(723212, 808548, 1903644)","(1, 0, 0)","2022-02-03, 2022-02-05, 2022-05-16"
20007,"(1864691, 2719704, 2733593)","(0, 0, 0)","2022-02-04, 2022-03-04"
26304,"(2420364, 3278343, 3278352)","(0, 0, 0)","2022-04-14, 2022-05-23"
31031,"(723212, 824085, 2686534)","(1, 0, 0)","2022-02-05, 2022-03-02"
22914,"(999928, 1507925, 2912428)","(0, 0, 1)","2022-05-28, 2022-07-06"
26703,"(608395, 723212, 2383406)","(0, 1, 0)","2022-02-05, 2022-02-07"
28201,"(723212, 1116187, 2279770)","(1, 0, 0)","2022-02-06, 2022-02-27"
29715,"(723212, 808548, 2203565)","(1, 0, 0)","2022-02-05, 2022-02-26, 2022-04-05, 2022-04-06"
30498,"(2217421, 2919215, 2919277)","(0, 0, 0)","2022-02-25, 2022-03-14"
25905,"(2360052, 4251766, 4251923)","(0, 0, 1)","2022-08-20, 2022-09-15"
29314,"(723212, 933365, 2149100)","(1, 0, 0)","2022-02-12, 2022-03-03"
31558,"(478154, 2916550, 2927969)","(0, 0, 0)","2022-03-10, 2022-05-13"
32974,"(2641070, 2765554, 2765708)","(0, 1, 1)","2022-02-08, 2022-02-13"
29040,"(723212, 750625, 944707)","(1, 0, 0)","2022-09-15, 2022-11-08, 2023-01-11"
30302,"(723212, 1362192, 2383734)","(1, 0, 0)","2022-02-08, 2022-03-03"
30850,"(723212, 808548, 859765)","(1, 0, 0)","2022-02-08, 2022-04-11, 2022-06-21, 2022-08-01"
32362,"(2756769, 2756772, 3212887)","(0, 0, 1)","2022-04-08, 2022-04-18"
32969,"(723212, 2765423, 2792863)","(1, 0, 0)","2022-02-08, 2022-02-10"
24168,"(1197941, 2096444, 4600079)","(0, 0, 0)","2022-12-05, 2022-12-06"
28037,"(1210056, 1614989, 2624163)","(0, 0, 0)","2022-09-15, 2022-09-16"
29859,"(3027306, 3219261, 3279872)","(0, 0, 0)","2022-04-14, 2022-05-23"
30123,"(723212, 808548, 2211472)","(1, 0, 0)","2022-02-11, 2022-02-12"
26186,"(1495963, 2086845, 3677098)","(0, 0, 1)","2024-01-04, 2024-01-21"
30413,"(723212, 808548, 2209071)","(1, 0, 0)","2022-02-12, 2022-06-23, 2022-08-12"
32960,"(723212, 1421792, 2050960)","(1, 0, 0)","2022-02-27, 2022-03-03"
27650,"(1349039, 2861272, 5468148)","(0, 0, 0)","2023-09-07, 2024-03-20"
27650,"(3940533, 5172315, 6558568)","(1, 0, 1)","2023-09-23, 2023-09-24"
34457,"(863259, 2787961, 3090717)","(0, 0, 0)","2022-09-18, 2022-09-23"
34988,"(590979, 723212, 2833299)","(0, 1, 0)","2022-04-13, 2022-05-15"
16382,"(1140760, 1986468, 2277297)","(0, 1, 0)","2022-06-30, 2022-07-03, 2023-02-02"
16382,"(1986468, 3339487, 3915155)","(1, 0, 0)","2022-10-25, 2022-10-27"
16382,"(1986468, 2277297, 5028089)","(1, 0, 0)","2023-01-04, 2023-01-30"
16382,"(1986468, 2277297, 3339487)","(1, 0, 0)","2023-01-13, 2023-04-02"
21629,"(1178714, 1185609, 3608461)","(0, 0, 1)","2023-06-09, 2023-06-13"
24715,"(909567, 1119449, 2226550)","(1, 0, 1)","2022-09-18, 2022-09-25"
24715,"(539880, 2226550, 5388368)","(0, 1, 1)","2023-02-13, 2023-03-04"
24715,"(753102, 2226550, 6230797)","(0, 1, 1)","2023-04-17, 2023-10-01"
24715,"(449690, 2226550, 6230797)","(0, 1, 1)","2023-05-03, 2023-07-28"
24715,"(2226550, 6230797, 6575454)","(1, 1, 0)","2023-05-23, 2023-05-31, 2023-06-02, 2023-06-30"
24715,"(1080254, 2226550, 6230797)","(0, 1, 1)","2023-06-01, 2023-07-25"
24715,"(1131315, 2226550, 6230797)","(0, 1, 1)","2023-06-09, 2023-07-11, 2023-10-13, 2023-11-09, 2023-11-16, 2023-12-10"
24715,"(539880, 2226550, 6230797)","(0, 1, 1)","2023-07-03, 2023-07-07, 2023-07-20, 2023-08-01, 2023-08-27, 2023-10-14"
24715,"(80093, 2226550, 6230797)","(0, 1, 1)","2023-07-14, 2023-09-05"
24715,"(1205504, 2226550, 6230797)","(0, 1, 1)","2023-07-18, 2023-08-05"
24715,"(2226550, 4351866, 6230797)","(1, 0, 1)","2023-08-02, 2023-08-09"
24715,"(2226550, 5710310, 6230797)","(1, 0, 1)","2023-09-27, 2023-10-21"
24715,"(619080, 2226550, 6230797)","(0, 1, 1)","2023-10-15, 2023-11-19"
25264,"(2332825, 4153647, 6215102)","(0, 1, 1)","2023-04-25, 2023-05-12"
35219,"(1010294, 1997980, 3107779)","(0, 0, 1)","2022-04-04, 2022-04-05"
36346,"(1052547, 1070616, 3175049)","(0, 0, 0)","2022-05-19, 2022-12-28"
23608,"(585030, 2879225, 2879226)","(1, 0, 0)","2022-02-22, 2022-02-24, 2022-02-25, 2022-02-28, 2022-03-02"
30644,"(723212, 808548, 1495908)","(1, 0, 0)","2022-02-22, 2022-08-06"
36305,"(1394534, 3067865, 5667511)","(0, 0, 0)","2023-12-30, 2024-02-25"
29691,"(1662534, 2114368, 2114399)","(0, 0, 0)","2022-03-03, 2022-04-08"
30704,"(2684353, 2685479, 2721921)","(1, 0, 0)","2022-03-08, 2022-04-10, 2022-04-11, 2022-04-23"
30704,"(2684353, 2685479, 4919958)","(1, 0, 0)","2022-12-08, 2023-02-07"
35997,"(478154, 2916550, 2927969)","(0, 0, 0)","2022-03-10, 2022-05-13"
36297,"(723212, 1369427, 2860225)","(1, 0, 0)","2022-02-23, 2022-02-26"
34241,"(723212, 881259, 2141773)","(1, 0, 0)","2022-02-24, 2022-02-25, 2022-03-03"
24508,"(1852668, 2226155, 4235044)","(0, 0, 1)","2022-12-08, 2022-12-25"
27066,"(1843396, 1912252, 2904937)","(0, 0, 1)","2022-04-19, 2022-04-20, 2022-04-22"
37813,"(723212, 925399, 972720)","(1, 0, 0)","2022-02-25, 2022-11-25"
37882,"(723212, 2092336, 2901875)","(1, 0, 0)","2022-02-25, 2022-02-27, 2022-03-02"
20273,"(825971, 1932339, 3757298)","(0, 0, 0)","2022-08-10, 2022-08-14"
31769,"(723212, 808548, 2735423)","(1, 0, 0)","2022-02-26, 2022-08-05"
31840,"(1728308, 2607808, 3107779)","(0, 0, 1)","2022-04-05, 2022-04-10"
31840,"(2145701, 3107779, 3243952)","(0, 1, 0)","2022-04-15, 2022-04-16"
31840,"(1728308, 2607808, 2904937)","(0, 0, 1)","2022-04-22, 2022-04-23"
37670,"(723212, 1181169, 2912475)","(1, 0, 0)","2022-02-26, 2022-05-21"
38275,"(723212, 1181169, 2913002)","(1, 0, 0)","2022-02-26, 2022-03-07"
28429,"(721267, 723212, 1946070)","(0, 1, 0)","2022-02-27, 2022-03-09"
29607,"(723212, 808548, 1620609)","(1, 0, 0)","2022-04-21, 2022-06-27, 2022-07-10"
30057,"(723212, 2256244, 2855736)","(1, 0, 0)","2022-02-27, 2022-03-10"
30505,"(723212, 808548, 853252)","(1, 0, 0)","2022-02-27, 2022-04-01, 2022-04-04, 2022-04-05, 2022-04-07, 2022-04-12"
30505,"(723212, 853252, 4645225)","(1, 0, 0)","2022-11-07, 2023-02-25"
30505,"(808548, 853252, 4645225)","(0, 0, 0)","2022-11-28, 2022-12-21"
38868,"(723212, 790758, 2941597)","(1, 0, 0)","2022-02-27, 2022-03-04, 2022-03-05"
38716,"(723212, 2923402, 3159414)","(1, 0, 0)","2022-04-08, 2022-04-09"
29551,"(2986486, 4538173, 5266584)","(1, 0, 0)","2022-12-20, 2023-02-18"
32422,"(723212, 808548, 2753394)","(1, 0, 0)","2022-04-04, 2022-04-05, 2022-04-21, 2022-05-28"
33859,"(723212, 887871, 1211889)","(1, 0, 0)","2022-12-27, 2022-12-30"
34548,"(723212, 808548, 2094596)","(1, 0, 0)","2022-03-01, 2022-05-18, 2022-07-31"
37783,"(723212, 2281548, 2899374)","(1, 0, 0)","2022-03-01, 2022-03-05"
39746,"(723212, 817140, 1081273)","(1, 0, 0)","2022-03-01, 2022-03-03"
18802,"(1724197, 5061993, 5167320)","(0, 1, 0)","2022-12-06, 2022-12-13, 2022-12-30"
25392,"(2360052, 4251766, 4251973)","(0, 0, 1)","2022-08-20, 2022-09-15"
30296,"(3194302, 4603621, 6055160)","(0, 0, 1)","2023-06-24, 2023-07-06"
31502,"(2757988, 3642527, 3885318)","(0, 1, 0)","2023-01-28, 2023-02-10"
38681,"(716668, 792487, 1095546)","(0, 0, 1)","2022-03-08, 2022-03-14"
28177,"(585030, 2455142, 2971105)","(1, 0, 0)","2022-03-03, 2022-03-08"
17325,"(1140760, 1986468, 2277297)","(0, 1, 0)","2022-06-30, 2022-07-03, 2023-02-03"
17325,"(1986468, 2277297, 3339487)","(1, 0, 0)","2022-07-09, 2022-12-03, 2023-01-09, 2023-04-02"
17325,"(1986468, 2277297, 3471462)","(1, 0, 0)","2022-12-23, 2022-12-24"
17325,"(1986468, 2277297, 4190464)","(1, 0, 0)","2023-04-26, 2023-05-08"
17325,"(1986468, 4190464, 6351434)","(1, 0, 0)","2023-05-01, 2023-05-07"
25410,"(2330997, 3107779, 3127900)","(0, 1, 0)","2022-04-09, 2022-04-12, 2022-04-17, 2022-04-22, 2022-05-16, 2022-05-19, 2022-05-20, 2022-06-22, 2022-06-23, 2022-06-27"
25410,"(2332825, 5499148, 6215102)","(0, 1, 1)","2023-04-26, 2023-04-27, 2023-07-15, 2023-08-26, 2023-08-27"
30775,"(723212, 808548, 1889131)","(1, 0, 0)","2022-03-04, 2022-07-07, 2022-09-19"
33988,"(834720, 1391456, 2669482)","(0, 0, 0)","2022-03-04, 2022-04-14"
41153,"(395907, 723212, 1571763)","(0, 1, 0)","2022-03-04, 2022-03-05"
41804,"(723212, 755416, 1181169)","(1, 0, 0)","2022-03-09, 2022-04-08, 2022-04-14"
32570,"(723212, 808548, 1065240)","(1, 0, 0)","2022-03-05, 2022-04-04, 2022-08-12, 2023-10-24, 2023-11-15, 2023-12-15, 2023-12-25"
33493,"(1105557, 2756154, 3228881)","(0, 1, 0)","2022-12-14, 2022-12-16"
35046,"(723212, 808548, 2146640)","(1, 0, 0)","2022-03-05, 2022-09-12"
37985,"(723212, 994427, 1367239)","(1, 0, 0)","2022-03-05, 2022-03-06"
19405,"(1140760, 1986468, 2277297)","(0, 1, 0)","2022-06-30, 2022-07-03, 2023-02-03"
19405,"(1986468, 2277297, 3915155)","(1, 0, 0)","2022-09-20, 2022-10-30"
19405,"(1986468, 3339487, 3915155)","(1, 0, 0)","2022-10-25, 2022-10-27"
19405,"(1986468, 2277297, 5028089)","(1, 0, 0)","2022-12-13, 2023-01-04, 2023-01-30"
42015,"(1066396, 6420225, 7150056)","(0, 0, 1)","2023-10-27, 2024-02-17"
42015,"(4016716, 7150056, 7153961)","(1, 1, 1)","2023-11-03, 2023-11-25"
42353,"(723212, 3008014, 3797055)","(1, 0, 0)","2022-08-06, 2022-08-13"
30808,"(723212, 808548, 2089046)","(1, 0, 0)","2022-03-07, 2022-06-21, 2022-06-26, 2022-07-06, 2022-09-26, 2023-09-22, 2023-09-24, 2023-11-15"
16471,"(1495299, 1495562, 6140001)","(0, 0, 0)","2023-03-20, 2023-04-25"
34541,"(2495301, 2521982, 5460851)","(0, 0, 0)","2023-11-01, 2023-11-02"
38357,"(723212, 1895932, 2456139)","(1, 0, 0)","2022-03-08, 2022-03-11"
38357,"(723212, 1814195, 2456139)","(1, 0, 0)","2022-04-09, 2022-05-14, 2022-05-22, 2022-06-24"
26088,"(1728308, 2607808, 2904937)","(0, 0, 1)","2022-04-20, 2022-04-21"
27841,"(3734379, 4363957, 4423450)","(0, 0, 0)","2022-10-20, 2022-11-03, 2022-11-04, 2022-12-09"
20762,"(583424, 3185152, 4235044)","(0, 0, 1)","2022-09-11, 2022-09-14"
27261,"(4064422, 4870427, 6756594)","(0, 0, 0)","2023-10-18, 2023-10-27"
38367,"(723212, 1492409, 3341681)","(1, 0, 0)","2022-05-20, 2022-05-27"
27018,"(1960359, 2728547, 3107779)","(0, 0, 1)","2022-04-01, 2022-04-02"
27937,"(2539884, 2752160, 3599472)","(0, 0, 0)","2022-09-18, 2022-09-19"
28757,"(2884472, 4660337, 4919955)","(0, 1, 1)","2023-03-14, 2023-07-11"
31120,"(723212, 766467, 3620977)","(1, 0, 0)","2022-05-28, 2022-05-29"
42970,"(702211, 1377881, 3961008)","(0, 0, 0)","2023-01-28, 2023-01-29"
22328,"(2055944, 3292773, 3336759)","(0, 0, 0)","2022-07-04, 2022-07-05"
26702,"(723212, 2667974, 4432390)","(1, 0, 0)","2022-10-24, 2022-10-28"
32553,"(723212, 808548, 2206443)","(1, 0, 0)","2022-03-12, 2022-04-04"
36519,"(3749834, 5741392, 6147579)","(0, 0, 1)","2023-04-05, 2023-04-06"
38593,"(723212, 1181169, 2081144)","(1, 0, 0)","2022-03-12, 2022-04-13"
41245,"(2330997, 3107779, 3127900)","(0, 1, 0)","2022-04-12, 2022-04-22"
17585,"(1843396, 1912252, 2904937)","(0, 0, 1)","2022-04-17, 2022-04-18, 2022-04-20, 2022-04-24"
17243,"(1080739, 1376102, 4738411)","(0, 1, 0)","2022-10-25, 2022-10-29"
33528,"(723212, 808548, 2536913)","(1, 0, 0)","2022-03-14, 2022-08-01"
45105,"(723212, 1488355, 3058862)","(1, 0, 0)","2022-03-14, 2022-04-24"
45105,"(723212, 2953619, 3058862)","(1, 0, 0)","2022-07-06, 2022-07-08"
34610,"(723212, 999853, 1065065)","(1, 0, 0)","2022-03-15, 2022-12-28"
39099,"(723212, 6992108, 7377531)","(1, 0, 0)","2023-11-01, 2023-12-01"
47089,"(723212, 1181169, 2027854)","(1, 0, 0)","2022-03-16, 2022-03-17, 2022-03-18, 2022-03-19"
30092,"(723212, 808548, 1913548)","(1, 0, 0)","2022-03-17, 2022-04-02, 2022-04-17, 2022-07-03, 2022-09-15"
30092,"(723212, 1913548, 5531738)","(1, 0, 0)","2023-12-13, 2024-02-04"
38408,"(2915989, 6502916, 7397275)","(0, 1, 0)","2023-10-25, 2023-10-26"
30977,"(723212, 808548, 2150741)","(1, 0, 0)","2022-03-18, 2022-08-15, 2022-10-17, 2022-11-22, 2023-01-15"
30977,"(723212, 808548, 1148559)","(1, 0, 0)","2022-09-13, 2022-09-21"
44752,"(723212, 2173206, 2871635)","(1, 0, 0)","2022-03-18, 2022-08-05"
27822,"(1225035, 1485649, 5023845)","(0, 0, 0)","2022-12-08, 2022-12-10"
43009,"(695549, 1520266, 2256918)","(0, 0, 0)","2022-07-01, 2022-07-02"
23339,"(1805526, 4235044, 5673057)","(0, 1, 0)","2023-02-19, 2023-03-01"
29647,"(2330997, 3107779, 3127900)","(0, 1, 0)","2022-05-18, 2022-05-20, 2022-06-23"
30626,"(723212, 808548, 1737365)","(1, 0, 0)","2022-04-01, 2022-04-02, 2022-04-04, 2022-04-09"
43116,"(2905989, 3073222, 3080368)","(0, 0, 0)","2023-02-11, 2023-02-13"
49582,"(723212, 2467098, 2973239)","(1, 0, 0)","2022-04-01, 2022-04-14, 2022-05-20"
33229,"(723212, 808548, 2224170)","(1, 0, 0)","2022-04-02, 2022-06-21, 2023-02-21, 2023-08-21, 2023-08-29, 2023-10-24"
36005,"(1922666, 3107779, 3137321)","(0, 1, 0)","2022-04-02, 2022-04-04, 2022-04-05, 2022-04-07, 2022-04-09, 2022-04-12, 2022-04-13"
45303,"(723212, 911919, 967825)","(1, 0, 0)","2022-04-02, 2022-05-23"
50215,"(723212, 1137726, 1824934)","(1, 0, 0)","2022-04-02, 2023-04-29"
20892,"(1395164, 1455759, 1705487)","(0, 0, 0)","2022-04-03, 2022-04-04"
34979,"(723212, 907871, 3140811)","(1, 0, 0)","2022-04-03, 2022-04-19"
49252,"(723212, 2461825, 2893800)","(1, 0, 0)","2022-04-03, 2022-04-22"
49499,"(3132874, 3132875, 3132876)","(1, 1, 1)","2022-04-03, 2022-04-04"
49508,"(3643098, 4016715, 4016716)","(0, 1, 1)","2022-09-15, 2022-10-15, 2022-12-15"
49702,"(3293067, 4241760, 4243514)","(0, 0, 0)","2022-08-20, 2022-12-05"
48471,"(2330997, 3107779, 3127900)","(0, 1, 0)","2022-04-04, 2022-04-19, 2022-04-21, 2022-04-22, 2022-04-24"
12289,"(717304, 6756594, 6965215)","(0, 0, 0)","2023-08-15, 2023-08-16"
